# 2026-04-03 会议纪要观点原子提取
# source_doc_id: 20260403_B01
# 提取日期: 2026-04-21

SEGMENT_ID|序号|speaker|claim_type|primary_factor|secondary_factor_id|secondary_factor_label|direction|magnitude|time_horizon|confidence|summary_20_50字|raw_text_原文关键句
2026-04-03_20|002|张帆|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.7|策略上建议适度拉长久期至2-3年期，关注10年期国开债曲线修复机会|策略上建议适度拉长久期至2-3年期，关注10年期国开债曲线修复机会
2026-04-03_20|003|张帆|交易表达|机构行为因子|IB_012|配置盘行为|中性|一般|短期(1M以内)|0.65|30年期暂宜观望|30年期暂宜观望

# Segment 2026-04-03_21 - 张帆 具体分析
2026-04-03_21|001|张帆|方向判断|流动性因子|LQ_003|同业存单利率|利多|显著|短期(1M以内)|0.8|存单利率近期下行幅度超预期（今日再降3BP），资金利率处于极低水平|短端方面，存单利率近期下行幅度超预期（今日再降3BP），资金利率处于极低水平
2026-04-03_21|002|张帆|风险提示|机构行为因子|IB_012|配置盘行为|中性|一般|短期(1M以内)|0.7|现有持仓宜保持稳定，但因考核及业绩压力不宜持续减仓，点位进一步下行空间已较为有限|现有持仓宜保持稳定，但因考核及业绩压力不宜持续减仓，需维持一定杠杆比例，点位进一步下行空间已较为有限
2026-04-03_21|003|张帆|因果链条|机构行为因子|IB_012|配置盘行为|利多|显著|短期(1M以内)|0.75|二季度初配置力量显著增强，一季度存款资金释放后委托人欠配压力较大|二季度初配置力量显著增强，一季度存款资金释放后委托人欠配压力较大，资金投放力度强劲
2026-04-03_21|004|张帆|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|建议重点挖掘3-5年期品种，3年期品种可逐步平替1年期配置|信用债策略上，建议重点挖掘3-5年期品种，3年期品种可逐步平替1年期配置，即使是中短债也倾向向2-3年期倾斜
2026-04-03_21|005|张帆|条件触发判断|机构行为因子|IB_002|信用利差机会|利多|一般|短期(1M以内)|0.7|同时关注二永债本季度可能的调整机会，若出现回调则性价比相对突出|同时关注二永债本季度可能的调整机会，若出现回调则性价比相对突出
2026-04-03_21|006|张帆|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|利率债方面，重点关注10年期品种，10年国开兼具配置与交易价值|利率债方面，重点关注10年期品种，伴随存单持续下行而10年国开波动有限，收益率曲线陡峭化加速，10年国开兼具配置与交易价值
2026-04-03_21|007|张帆|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.7|可逐步通过卖出1年期存单、买入10年国开的方式做平曲线|可逐步通过卖出1年期存单、买入10年国开的方式做平曲线

# Segment 2026-04-03_22 - 刘曼沁 结论
2026-04-03_22|001|刘曼沁|方向判断|基本面因子|FD_001|经济评估|中性|一般|短期(1M以内)|0.7|当前债市基本面中性偏扰动，资金面宽松但短端利率接近下限|当前债市基本面中性偏扰动，资金面宽松但短端利率接近下限
2026-04-03_22|002|刘曼沁|交易表达|机构行为因子|IB_012|配置盘行为|中性|一般|短期(1M以内)|0.7|策略上建议短端不追涨、长端以波段思路对待|策略上建议短端不追涨、长端以波段思路对待
2026-04-03_22|003|刘曼沁|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|信用债聚焦3-5年期高等级票息资产|信用债聚焦3-5年期高等级票息资产

# Segment 2026-04-03_23 - 刘曼沁 具体分析
2026-04-03_23|001|刘曼沁|方向判断|基本面因子|FD_001|经济评估|中性|一般|短期(1M以内)|0.7|基本面对债市仍偏中性偏扰动，内需修复尚未证伪|基本面对债市仍偏中性偏扰动。内需修复尚未证伪
2026-04-03_23|002|刘曼沁|方向判断|基本面因子|FD_007|通胀|利空|一般|短期(1M以内)|0.7|3月季节性回升和油价上行抬升通胀预期，战争若延续还会放大外部不确定性|3月季节性回升和油价上行抬升通胀预期，战争若延续还会放大外部不确定性
2026-04-03_23|003|刘曼沁|方向判断|基本面因子|FD_006|出口数据|利多|一般|短期(1M以内)|0.75|海外制造业和出口数据偏强，说明当前外需尚未明显转弱|海外制造业和出口数据偏强，说明当前外需尚未明显转弱
2026-04-03_23|004|刘曼沁|方向判断|政策面因子|PL_006|央行态度与信号|中性|一般|短期(1M以内)|0.75|央行连续两日仅投放5亿逆回购并专门解释，说明其不愿制造流动性收紧预期|央行连续两日仅投放5亿逆回购并专门解释，说明其不愿制造流动性收紧预期，但也不希望主要市场利率长期显著低于政策利率
2026-04-03_23|005|刘曼沁|方向判断|流动性因子|LQ_002|央行投放节奏|中性|一般|短期(1M以内)|0.7|3月购债500亿偏中性，显示政策仍以呵护为主|3月购债500亿偏中性，显示政策仍以呵护为主
2026-04-03_23|006|刘曼沁|方向判断|流动性因子|LQ_001|资金面判断|利多|显著|短期(1M以内)|0.75|DR001维持在1.27%附近，资金极松，但这更像短期状态而非稳态|DR001维持在1.27%附近，资金极松，但这更像短期状态而非稳态
2026-04-03_23|007|刘曼沁|方向判断|流动性因子|LQ_001|资金面判断|中性|一般|短期(1M以内)|0.7|若后续净回笼延续，DR001中枢大概率回到1.30%-1.35%|若后续净回笼延续，DR001中枢大概率回到1.30%-1.35%，R007也难持续低于1.45%
2026-04-03_23|008|刘曼沁|方向判断|机构行为因子|IB_003|赎回与资金流向|利多|一般|短期(1M以内)|0.75|季末冲量资金流出消退后，短债基金重新净申购，推动1Y存单下探至1.50%|季末冲量资金流出消退后，短债基金重新净申购，推动1Y存单下探至1.50%
2026-04-03_23|009|刘曼沁|方向判断|机构行为因子|IB_012|配置盘行为|中性|一般|短期(1M以内)|0.7|大行购债并未明显加码，长端配置力量仍偏克制，机构行为呈现"回补短端、观望长端"的特征|大行购债并未明显加码，长端配置力量仍偏克制，机构行为呈现"回补短端、观望长端"的特征
2026-04-03_23|010|刘曼沁|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期(1M以内)|0.7|市场对流动性宽松已有一致预期，短端交易情绪强于长端|市场对流动性宽松已有一致预期，短端交易情绪强于长端
2026-04-03_23|011|刘曼沁|风险提示|市场情绪因子|MS_001|风险偏好变化|中性|显著|短期(1M以内)|0.65|海外战争尾部风险尚未被充分定价，超长债仍缺乏一致性追多意愿|海外战争尾部风险尚未被充分定价，超长债仍缺乏一致性追多意愿

# Segment 2026-04-03_24 - 张迪 结论
2026-04-03_24|001|张迪|方向判断|流动性因子|LQ_001|资金面判断|利多|显著|短期(1M以内)|0.8|短端资金宽松致交易拥挤但下行空间有限，策略上宜持有不追涨、以活期过渡加杠杆增厚|短端资金宽松致交易拥挤但下行空间有限，策略上宜持有不追涨、以活期过渡加杠杆增厚
2026-04-03_24|002|张迪|方向判断|市场情绪因子|MS_009|信用利差|利多|一般|短期(1M以内)|0.7|长端相对价值逐步凸显，10年期兼具配置与交易价值|长端相对价值逐步凸显，10年期兼具配置与交易价值
2026-04-03_24|003|张迪|方向判断|市场情绪因子|MS_009|信用利差|中性|一般|短期(1M以内)|0.65|曲线陡峭化或难持续|曲线陡峭化或难持续

# Segment 2026-04-03_25 - 张迪 具体分析
2026-04-03_25|001|张迪|方向判断|流动性因子|LQ_001|资金面判断|利多|显著|短期(1M以内)|0.85|当前资金面极度宽松，隔夜利率约1.3%、DR001降至1.2%区间、R001亦处低位|当前资金面极度宽松，隔夜利率约1.3%、DR001降至1.2%区间、R001亦处低位，大行融出价格同步下行
2026-04-03_25|002|张迪|方向判断|市场情绪因子|MS_003|拥挤交易程度|中性|显著|短期(1M以内)|0.7|短端交易较为拥挤|导致短端交易较为拥挤
2026-04-03_25|003|张迪|条件触发判断|流动性因子|LQ_002|央行投放节奏|中性|一般|短期(1M以内)|0.65|若央行通过买断式回购等工具边际回笼推动资金利率向1.4%靠拢，则短端进一步下行空间有限|若央行通过买断式回购等工具边际回笼（如1.1万亿到期续作）推动资金利率向1.4%靠拢，则短端进一步下行空间有限
2026-04-03_25|004|张迪|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|短端策略上建议现有持仓暂不减持但避免追涨，以活期过渡、杠杆增厚获取稳定票息|短端策略上建议现有持仓暂不减持但避免追涨，以活期过渡、杠杆增厚获取稳定票息，不过度追求资本利得
2026-04-03_25|005|张迪|方向判断|市场情绪因子|MS_009|信用利差|利多|一般|短期(1M以内)|0.75|当前期限利差处于高位，短端快速下行而长端维持震荡，使得长端相对价值逐步提升|长端方面，当前期限利差处于高位，短端快速下行而长端维持震荡，使得长端相对价值逐步提升
2026-04-03_25|006|张迪|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|10年期品种兼具配置价值与交易价值，30年期则以短期波段交易为主|10年期品种兼具配置价值与交易价值，30年期则以短期波段交易为主
2026-04-03_25|007|张迪|事实判断|流动性因子|LQ_002|央行投放节奏|利多|显著|短期(1M以内)|0.75|1-2月央行累计投放近2万亿元，3月财政投放按历史规律或继续对流动性形成补充|1-2月央行累计投放近2万亿元，1月政府存款增长约1.5万亿元吸收部分投放，2月央行投放1万亿元叠加政府存款下降6000亿元，合计向市场补充约1.6万亿元流动性

# Segment 2026-04-03_26 - 杨义山 结论
2026-04-03_26|001|杨义山|方向判断|基本面因子|FD_001|经济评估|利多|一般|短期(1M以内)|0.7|基本面韧性犹存但增长路径确定性不强|基本面韧性犹存但增长路径确定性不强
2026-04-03_26|002|杨义山|方向判断|流动性因子|LQ_001|资金面判断|利多|一般|短期(1M以内)|0.75|资金面宽松持续性待观察|资金面宽松持续性待观察
2026-04-03_26|003|杨义山|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期(1M以内)|0.7|市场情绪谨慎略空|市场情绪谨慎略空
2026-04-03_26|004|杨义山|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.7|策略上期限利差仍有轮动交易空间，次活跃券如7-9年期老国开买入韧性较强|策略上期限利差仍有轮动交易空间，次活跃券如7-9年期老国开买入韧性较强
2026-04-03_26|005|杨义山|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期(1M以内)|0.7|利率整体维持中性评分|利率整体维持中性评分

# Segment 2026-04-03_27 - 杨义山 具体分析
2026-04-03_27|001|杨义山|方向判断|基本面因子|FD_001|经济评估|利多|一般|短期(1M以内)|0.75|3月PMI略超预期，基本面评分在2-3分区间略向2分靠拢|基本面方面，3月PMI略超预期，基本面评分在2-3分区间略向2分靠拢，但增长路径确定性仍不强
2026-04-03_27|002|杨义山|方向判断|基本面因子|FD_007|通胀|利空|一般|短期(1M以内)|0.7|油价因素在发改委限价框架下已消化大半，但向材料成本的传导尚需时间|油价因素在发改委限价框架下已消化大半，但向材料成本的传导尚需时间，航运价格已部分反映油价影响
2026-04-03_27|003|杨义山|因果链条|政策面因子|PL_006|央行态度与信号|中性|一般|短期(1M以内)|0.7|央行货政委例会后5亿元小额逆回购投放虽显意外，但例会未释放季末收紧信号|央行货政委例会后5亿元小额逆回购投放引发关注，但需结合"言行一致"角度审视：例会于3月26日召开，此前一日跨季投放1000亿元，例会未释放季末收紧信号
2026-04-03_27|004|杨义山|方向判断|政策面因子|PL_006|央行态度与信号|中性|一般|中期(1-3M)|0.65|协同重点或更偏向二三季度财政流动性总量安排，而非价格型货币政策转向|协同重点或更偏向二三季度财政流动性总量安排，而非价格型货币政策转向
2026-04-03_27|005|杨义山|条件触发判断|政策面因子|PL_011|货币政策预期|中性|一般|中期(1-3M)|0.6|后续在政府债发行高峰期或可见国债购买操作，二三季度之交亦存在准备金政策落地空间|后续在政府债发行高峰期或可见国债购买操作，二三季度之交亦存在准备金政策落地空间，但对价格型工具暂无明确预期
2026-04-03_27|006|杨义山|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期(1M以内)|0.7|市场处于谨慎略空状态：对长端积极性不高但存量仓位未完全出清|公募产品跟踪显示，两会以来景气中枢从3.9略降至3.7，但久期分歧度快速压缩至2年以内水平，反映市场处于谨慎略空状态
2026-04-03_27|007|杨义山|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|活跃券交易积极性偏弱，但7-9年期老国开等次活跃券买入韧性较强|交易结构上，活跃券交易积极性偏弱，但7-9年期老国开等次活跃券买入韧性较强，在下行幅度与久期弹性方面存在超额收益

# Segment 2026-04-03_28 - 李博良 结论
2026-04-03_28|001|李博良|方向判断|机构行为因子|IB_012|配置盘行为|利多|显著|短期(1M以内)|0.8|机构配置情绪强劲支撑债市，短端利率处历史低位但下行空间有限|机构配置情绪强劲支撑债市，短端利率处历史低位但下行空间有限
2026-04-03_28|002|李博良|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|策略上期限利差优于信用利差，建议适度向长端切换平衡组合|策略上期限利差优于信用利差，建议适度向长端切换平衡组合
2026-04-03_28|003|李博良|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.7|关注10年期曲线做平及小众品种补涨机会|关注10年期曲线做平及小众品种补涨机会

# Segment 2026-04-03_29 - 李博良 具体分析
2026-04-03_29|001|李博良|方向判断|机构行为因子|IB_012|配置盘行为|利多|显著|短期(1M以内)|0.8|从基金申购及一二级交易行为观察，机构配置情绪显著增强|从基金申购及一二级交易行为观察，机构配置情绪显著增强，资产端虽难见大幅下行趋势，但在组合具备安全垫前提下仍愿意参与曲线走平交易
2026-04-03_29|002|李博良|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|一般|短期(1M以内)|0.7|中东局势短线关注冲突是否结束，市场已对特朗普讲话边际脱敏|地缘政治方面，中东局势存在两条逻辑：短线关注冲突是否结束，市场已对特朗普讲话边际脱敏，黄金等避险资产敏感度下降
2026-04-03_29|003|李博良|方向判断|基本面因子|FD_007|通胀|利空|一般|中期(1-3M)|0.7|中期关注霍尔木兹海峡通航及油价走势，即便冲突缓和亦不意味油价快速回落，通胀预期仍存|中期关注霍尔木兹海峡通航及油价走势，即便冲突缓和亦不意味油价快速回落，通胀预期仍存
2026-04-03_29|004|李博良|方向判断|流动性因子|LQ_001|资金面判断|利多|显著|短期(1M以内)|0.8|3月中旬以来纯债基金申购回升，二季度边际定价权或向基金转移|国内资金面方面，3月中旬以来纯债基金申购回升，一季度定价权主要在银行，二季度边际定价权或向基金转移
2026-04-03_29|005|李博良|方向判断|流动性因子|LQ_003|同业存单利率|利多|显著|短期(1M以内)|0.75|存单价格下破1.5%至历史低位超预期，3月央行回笼操作下资金面仍保持平稳|存单价格下破1.5%至历史低位超预期，3月央行回笼操作下资金面仍保持平稳
2026-04-03_29|006|李博良|条件触发判断|流动性因子|LQ_001|资金面判断|中性|一般|短期(1M以内)|0.65|4月中旬缴税压力对资金面的扰动需密切观察|4月中旬缴税压力对资金面的扰动需密切观察
2026-04-03_29|007|李博良|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|当前收益率虽低但尚无下车理由，建议继续持仓观察|策略上，当前收益率虽低但尚无下车理由，建议继续持仓观察
2026-04-03_29|008|李博良|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.7|期限利差表现或优于信用利差，高等级2-1年期品种若资金平稳仍存利差压缩空间|期限利差表现或优于信用利差，高等级2-1年期品种若资金平稳仍存利差压缩空间
2026-04-03_29|009|李博良|交易表达|机构行为因子|IB_012|配置盘行为|利多|一般|短期(1M以内)|0.75|认同10年期配置观点，可尝试曲线做平策略，短端下行空间受限背景下适度向长端切换有助于平衡组合风险收益|认同10年期配置观点，可尝试曲线做平策略，10-5利差分位数虽高但绝对收益有限，行情启动后右侧交易窗口较短，短端下行空间受限背景下适度向长端切换有助于平衡组合风险收益

# 统计信息
# 总观点数: 156
# 发言人分布: 共识(6), 赵骥(6), 张晶(7), 沈文思(13), 徐天彤(14), 项墩伟(9), 武玥(7), 柴颖颖(7), 姜之媛(11), 王本浩(10), 高喆(8), 张帆(11), 刘曼沁(14), 张迪(10), 杨义山(12), 李博良(12)
# claim_type分布: 方向判断(52), 交易表达(40), 事实判断(22), 因果链条(16), 验证指标(12), 条件触发判断(9), 风险提示(8), 反例/冲突观点(0)
# 一级因子分布: 机构行为因子(62), 市场情绪因子(47), 流动性因子(30), 基本面因子(14), 政策面因子(8)
