SEGMENT_ID|序号|speaker|claim_type|primary_factor|secondary_factor_id|secondary_factor_label|direction|magnitude|time_horizon|confidence|summary_20_50字|raw_text_原文关键句
2026-04-10_21|005|柴颖颖|方向判断|基本面因子|FD_001|经济评估|利空|一般|中期|0.75|债市矛盾核心在于经济预期判断分歧，若经济韧性持续验证基本面对债市并不友好|若经济韧性持续验证，尤其是中游制造业韧性好于预期，基本面对债市并不友好
2026-04-10_21|006|柴颖颖|方向判断|市场情绪因子|MS_010|区间判断|中性|一般|中期|0.7|债市是逐渐平衡的过程，不具备大幅趋势性调整或继续下行的极端条件|当前债市只能说是逐渐平衡的过程，不具备大幅趋势性调整或继续下行的极端条件
2026-04-10_22|001|姜之媛|方向判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.8|中短端性价比极低、套息拥挤|中短端性价比极低、套息拥挤
2026-04-10_22|002|姜之媛|交易表达|市场情绪因子|MS_012|止盈/止损行为|中性|边际|短期|0.75|建议适度止盈或做波段|建议适度止盈或做波段
2026-04-10_22|003|姜之媛|条件触发判断|市场情绪因子|MS_004|久期策略|利多|边际|短期|0.7|长端10年国债若触及1.85%可小仓位博弈|长端10年国债若触及1.85%可小仓位博弈
2026-04-10_22|004|姜之媛|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.7|5-10年国开弹性较优，关注曲线从陡峭化向走平方向切换时机|5-10年国开弹性较优，关注曲线从陡峭化向走平方向的切换时机
2026-04-10_22|005|姜之媛|方向判断|市场情绪因子|MS_010|区间判断|中性|一般|中期|0.75|整体增加防御思维|整体增加防御思维
2026-04-10_23|001|姜之媛|事实判断|流动性因子|LQ_005|资金价格中枢|利空|边际|短期|0.75|隔夜利率在1.26-1.28区间缓慢小幅上行，1年内二永每日约0.5-1bp缓慢上行|隔夜利率在1.26-1.28区间缓慢小幅上行，1年内二永每日约0.5-1bp缓慢上行
2026-04-10_23|002|姜之媛|事实判断|机构行为因子|IB_006|存款搬家|利多|一般|短期|0.75|本轮行情最重要推动力量来自理财闭眼买配置需求和保险超长债税后免税优势|本轮行情最重要的推动力量来自理财（闭眼买的配置需求）和保险（超长地方债和超长国债的税后免税优势）
2026-04-10_23|003|姜之媛|事实判断|机构行为因子|IB_005|久期管理|中性|边际|短期|0.7|基金年初以来持续降久期增配中短端但固收加赎回影响较大|基金方面年初以来持续降久期增配中短端但固收加赎回影响较大
2026-04-10_23|004|姜之媛|风险提示|机构行为因子|IB_003|赎回与资金流向|利空|一般|中期|0.7|理财大量配置后的过渡仓位若后续股市企稳回升可能面临赎回风险|理财大量配置后的过渡仓位若后续股市企稳回升、赚钱效益出现可能面临赎回风险
2026-04-10_23|005|姜之媛|交易表达|市场情绪因子|MS_004|久期策略|中性|边际|短期|0.75|中短端下行空间有限且套息空间已被显著压缩，建议适度做波段或落袋为安|中短端下行空间有限且套息空间已被显著压缩，性价比非常低，建议适度做波段或落袋为安
2026-04-10_23|006|姜之媛|条件触发判断|市场情绪因子|MS_004|久期策略|利多|边际|短期|0.7|若资金继续宽松可做多中短端博波段，若10年国债触及1.85%可小仓位博弈|若资金继续宽松可做多中短端博波段，若长端因外部因素调整（如10年国债触及1.85%）可小仓位博弈
2026-04-10_23|007|姜之媛|方向判断|市场情绪因子|MS_010|区间判断|中性|一般|短期|0.7|短端和长端继续陡峭化、做平机会存在但不顺畅|整体维持短端和长端继续陡峭化、做平机会存在但不顺畅的判断
2026-04-10_24|001|张帆|方向判断|市场情绪因子|MS_005|赔率与胜率判断|利空|显著|短期|0.8|短端和存单价格已极度极限|短端和存单价格已极度极限
2026-04-10_24|002|张帆|方向判断|市场情绪因子|MS_006|信用策略|利多|一般|中期|0.75|中等期限信用债仍有支撑|中等期限信用债仍有支撑
2026-04-10_24|003|张帆|方向判断|市场情绪因子|MS_010|区间判断|利多|边际|中期|0.75|曲线走峭化已接近极致，后续修复概率大于继续走峭|曲线走峭化已接近极致，后续修复概率大于继续走峭
2026-04-10_24|004|张帆|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.75|建议重点关注5-10年国开等中等期限品种结构性机会，3年以内品种可适度止盈|建议重点关注5-10年国开等中等期限品种的结构性机会，3年以内品种可适度止盈
2026-04-10_25|001|张帆|事实判断|流动性因子|LQ_005|资金价格中枢|利空|一般|短期|0.75|年初以来资金价格持续走低，即使上行至1.2-1.3区间短端资产性价比仍不足|今年年初以来资金价格持续走低，即使在当前位置上行至1.2-1.3区间，相比之下短端资产性价比仍显不足
2026-04-10_25|002|张帆|事实判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.75|机构配置力量虽强但主要集中在中等期限信用债，存单及2-3年商金债价格已极度极限|机构配置力量虽强但主要集中在中等期限信用债，而存单及对应2-3年商金债价格已极度极限
2026-04-10_25|003|张帆|方向判断|市场情绪因子|MS_010|区间判断|利多|边际|中期|0.75|短端较难进一步下行，长端有一定修复空间，走峭化已接近极致继续走峭概率极低|短端较难进一步下行，长端有一定修复空间，整体来看走峭化已基本接近极致，继续走峭的概率已非常低
2026-04-10_25|004|张帆|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.75|更倾向于5-10年国开等中等期限品种，短端存单和商金债可适度止盈|当前更倾向于5-10年国开等中等期限品种...短端存单和商金债可适度止盈
2026-04-10_25|005|张帆|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|边际|短期|0.7|当前市场分歧较大，外部冲突不确定性对交易有扰动但后续影响或趋于自动化|当前市场分歧较大，外部冲突的不确定性对交易有扰动，但后续影响或趋于自动化
2026-04-10_26|001|孔祥雨|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|边际|中期|0.75|美伊冲突对债市最尖锐影响已过，当前债市情绪与机构行为主导市场定价|美伊冲突对债市最尖锐影响已过，当前债市情绪与机构行为主导市场定价
2026-04-10_26|002|孔祥雨|方向判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.75|中端因拥挤度面临压力|中端因拥挤度面临压力
2026-04-10_26|003|孔祥雨|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.75|长端地方债15-20年性价比凸显，建议构建短端防御加长端地方债组合|长端地方债（15-20年）性价比凸显，建议构建"短端防御+长端地方债"的组合配置
2026-04-10_27|001|孔祥雨|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|边际|中期|0.75|美伊冲突对国内债市最尖锐影响时段已过，后续通过股债跷跷板等形式渐进淡化|美伊冲突作为前期交易热点，其对国内债市最尖锐的影响时段已过，后续更多是通过股债跷跷板、机构行为及资本流向等形式渐进式、反复递进地淡化
2026-04-10_27|002|孔祥雨|事实判断|机构行为因子|IB_012|配置盘行为|中性|一般|短期|0.7|包括银行自营在内的各类资金均在积极寻找交易机会和配置型机会|包括银行自营在内的各类资金均在积极寻找交易机会，主要体现在两类：一是短期交易性机会，二是在年内相对安全位置的配置型机会
2026-04-10_27|003|孔祥雨|方向判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.8|中端1-5年因持仓集中下注最多而面临拥挤度压力，交易机会转瞬即逝|中端（1-5年）因持仓集中、下注最多而面临拥挤度压力，交易机会转瞬即逝且难以抓取
2026-04-10_27|004|孔祥雨|方向判断|市场情绪因子|MS_005|赔率与胜率判断|利空|边际|短期|0.75|短端因资金价格已处边际鸡肋水平而面临压力，存单打分调整为两分|短端则因资金价格已处边际鸡肋水平而面临压力。因此，本周将存单打分调整为两分
2026-04-10_27|005|孔祥雨|方向判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.75|3-5年二永债已从八九十分位下行至30分位，鱼尾行情未配置者不宜再追|本轮二永债行情从八九十分位全面介入，现已下行至30分位...当前已进入鱼尾行情，未配置者不宜再追
2026-04-10_27|006|孔祥雨|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.8|15-20年地方债为较优技术品种，估值水平和曲线角度均具性价比|15-20年地方债或为较优技术品种，虽流动性不及10年、30年国债，但5年期地方债收益率2.2%、20年期2.3%-2.4%的估值水平从曲线及实际可获价格角度均具性价比
2026-04-10_27|007|孔祥雨|方向判断|市场情绪因子|MS_005|赔率与胜率判断|利多|一般|中期|0.75|相较于1.8%国债和1.9%国开及波动剧烈的30年，地方债为压舱长端相对良好工具|相较于1.8%出头的国债、1.9%出头的国开及波动剧烈的30年超长期国债，地方债恰为压舱长端的相对良好的工具
2026-04-10_28|001|刘曼沁|方向判断|市场情绪因子|MS_010|区间判断|中性|一般|中期|0.75|债市仍是短端接近下限、长端等待确认的格局|债市仍是"短端接近下限、长端等待确认"的格局
2026-04-10_28|002|刘曼沁|方向判断|市场情绪因子|MS_010|区间判断|利多|边际|中期|0.75|曲线陡峭化已接近极致，可逐步布局趋平|曲线陡峭化已接近极致，可逐步布局趋平
2026-04-10_28|003|刘曼沁|交易表达|市场情绪因子|MS_004|久期策略|利多|一般|中期|0.75|利率债优先关注10Y国开和10Y国债回调配置机会，信用债持有3-5Y高等级票息|利率债优先关注10Y国开和10Y国债的回调配置机会，信用债继续持有3-5Y高等级票息资产
2026-04-10_28|004|刘曼沁|风险提示|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.75|避免过度拥挤的极短端|避免过度拥挤的极短端
2026-04-10_29|001|刘曼沁|事实判断|基本面因子|FD_006|出口数据|利空|一般|中期|0.75|外需仍偏强，韩国越南出口和PMI新出口订单改善|外需仍偏强，韩国、越南出口和PMI新出口订单改善
2026-04-10_29|002|刘曼沁|方向判断|基本面因子|FD_007|通胀|中性|边际|中期|0.7|油价仍是输入性扰动，但若不再极端上冲对长端压制有限|油价仍是输入性扰动，但若不再极端上冲，对长端的压制有限
2026-04-10_29|003|刘曼沁|因果链条|基本面因子|FD_005|经济增长动能|利多|边际|中期|0.7|后续更关键是内需走弱是否逐步显性化|后续更关键的仍是内需走弱是否逐步显性化
2026-04-10_29|004|刘曼沁|事实判断|政策面因子|PL_006|央行态度与信号|中性|边际|短期|0.8|央行仍处支持性框架下边际纠偏阶段，意在避免资金和短端过度偏离政策利率非系统性收紧|央行仍处支持性框架下的边际纠偏阶段。公开市场操作回笼、引导大行发存单、减少短债买入，意在避免资金和短端过度偏离政策利率，而非系统性收紧
2026-04-10_29|005|刘曼沁|事实判断|流动性因子|LQ_001|资金面判断|利多|边际|短期|0.8|中小行净融出维持高位，DR001一度下探1.23%，短端宽松已接近边界|中小行净融出维持高位，DR001一度下探1.23%，短端宽松已接近边界
2026-04-10_29|006|刘曼沁|方向判断|市场情绪因子|MS_003|拥挤交易程度|利空|边际|短期|0.75|纯债基申购旺盛，短端交易较拥挤|纯债基申购旺盛，短端交易较拥挤
2026-04-10_29|007|刘曼沁|方向判断|市场情绪因子|MS_004|久期策略|利多|边际|中期|0.7|曲线极度陡峭后资金有望从1Y附近逐步转向10Y国开等中长端利差品种|曲线极度陡峭后，资金有望从1Y附近逐步转向10Y国开等中长端利差品种
2026-04-10_29|008|刘曼沁|方向判断|市场情绪因子|MS_012|止盈/止损行为|中性|边际|短期|0.7|市场对短端宽松和通胀扰动都已预先交易，数据公布前止盈情绪较浓，但也容易演绎为利空出尽|市场对短端宽松和通胀扰动都已预先交易，数据公布前止盈情绪较浓，但也容易演绎为利空出尽
2026-04-10_29|009|刘曼沁|方向判断|市场情绪因子|MS_001|风险偏好变化|中性|边际|短期|0.75|当前情绪正从追逐短端切向等待曲线趋平和长端性价比修复|当前情绪正从追逐短端，切向等待曲线趋平和长端性价比修复
